Albania,0.009130088,0.000000369640,0.000000073930
Algeria,0.66420926,0.000012248880,0.000001297990
Angola,0.037950113,0.000001502630,0.000000300530
Argentina,0.391932833,0.000008542910,0.000001365600
Armenia,0.128177031,0.000002284800,0.000000228480
Australia,0.991757127,0.000011003730,0.000013783660
Austria,0.176796609,0.000002214710,0.000001137280
Azerbaijan,0.391831037,0.000007794540,0.000000929350
Bahrain,0.726834092,0.000012967020,0.000001298730
Bangladesh,0.63714323,0.000012362870,0.000001912600
Belarus,0.610873739,0.000011297770,0.000001230000
Belgium,0.224767376,0.000002863100,0.000001113600
Benin,0.700678676,0.000028169120,0.000005633820
Bolivia,0.534996875,0.000013597920,0.000002085420
Bosnia,1.32624734,0.000014048470,0.000020213780
Botswana,1.825675055,0.000019298890,0.000028948340
Brazil,0.092643638,0.000001783540,0.000000540430
Brunei,0.819498808,0.000014776570,0.000001507810
Bulgaria,1.166008316,0.000012088870,0.000017240120
Cambodia,1.170839671,0.000046382750,0.000009276550
Cameroon,0.216568535,0.000006479520,0.000001118870
Canada,0.179763325,0.000002247920,0.000002374330
Chile,0.408614261,0.000008743340,0.000005066610
China,0.972581723,0.000010459060,0.000015154520
Taiwan,0.578261935,0.000007838020,0.000007376910
Colombia,0.111425218,0.000001593540,0.000000908200
Congo,0.120109978,0.000002141000,0.000000214100
Democratic Republic of Congo,0.004158606,0.000000112480,0.000000018100
Costa Rica,0.063756361,0.000002568700,0.000000513740
Ivory Coast,0.501179338,0.000008969860,0.000000903520
Croatia,0.386458364,0.000007839850,0.000003921560
Cuba,0.938086187,0.000037445660,0.000007489130
Cyprus,0.771651255,0.000029933870,0.000005986770
Czech Republic,0.93846226,0.000009576590,0.000013764750
Denmark,0.374745583,0.000004899610,0.000004787130
Dominican Republic,0.641741728,0.000020066430,0.000005602810
Ecuador,0.269613843,0.000009589270,0.000001828310
Egypt,0.500886095,0.000011581840,0.000001649020
El Salvador,0.256072792,0.000009928990,0.000001985800
Eritrea,0.677991638,0.000026508710,0.000005301740
Estonia,1.906907035,0.000019588280,0.000028416130
Ethiopia,0.118948451,0.000004815730,0.000000963150
Finland,0.225457295,0.000002606980,0.000002431790
France,0.070927465,0.000001010290,0.000000649040
Gabon,0.425188882,0.000012197250,0.000002050430
Georgia,0.089456936,0.000001594600,0.000000159460
Germany,0.672220452,0.000007219940,0.000009099650
Ghana,0.214767509,0.000008789940,0.000001757990
Gibraltar,0.772321446,0.000029934940,0.000005986990
Greece,1.921092777,0.000023270970,0.000026899720
Guatemala,0.341534936,0.000009680740,0.000003671440
Haiti,0.483325309,0.000019401230,0.000003880250
Honduras,0.415487352,0.000016130240,0.000003226050
Hong Kong,0.786680632,0.000009562140,0.000010200160
Hungary,0.589672564,0.000007399710,0.000006302320
Iceland,0.000193484,0.000000007830,0.000000001570
India,1.333174843,0.000015522870,0.000020109200
Indonesia,0.684693977,0.000014096740,0.000007752540
Iran,0.631113877,0.000014975660,0.000002196120
Iraq,0.820614626,0.000032283800,0.000006456760
Ireland,0.521193132,0.000008184500,0.000004413720
Israel,0.740303524,0.000010768190,0.000009660670
Italy,0.410898038,0.000007077840,0.000002806340
Jamaica,0.796106233,0.000030968510,0.000006193700
Japan,0.443356848,0.000007098620,0.000003964300
Jordan,0.643924449,0.000014204540,0.000001924800
Kazakhstan,0.923181405,0.000010747250,0.000013820520
Kenya,0.332297783,0.000013073880,0.000002614780
North Korea,0.494658925,0.000006549650,0.000007448100
South Korea,0.504377662,0.000006319750,0.000006143400
Kuwait,0.637316929,0.000021397130,0.000003982170
Kyrgyzstan,0.091404273,0.000001317320,0.000000768190
Latvia,0.192071871,0.000003437680,0.000000403720
Lebanon,0.694755686,0.000027580690,0.000005516140
Libya,0.919629046,0.000030558070,0.000005626270
Lithuania,0.115934959,0.000002403460,0.000000303420
Luxembourg,0.276002537,0.000004919830,0.000000491980
Macedonia,1.9406436,0.000020363860,0.000029118070
Malaysia,0.74884244,0.000010998530,0.000006752900
Malta,0.866166929,0.000033750780,0.000006750160
Mexico,0.452483345,0.000010252060,0.000002652930
Moldova,0.637194856,0.000011738750,0.000001242120
Mongolia,2.310868705,0.000024502330,0.000034641210
Morocco,0.731211458,0.000013019000,0.000009451790
Mozambique,0.000445032,0.000000007930,0.000000000790
Myanmar,0.315665174,0.000006224190,0.000000729980
Namibia,0.489803834,0.000005450360,0.000007695710
Nepal,0.00304179,0.000000117900,0.000000023580
Netherlands,0.413302564,0.000005536290,0.000002869650
Netherlands Antilles,0.71753913,0.000027811590,0.000005562320
New Zealand,0.197695588,0.000002762910,0.000001482640
Nicaragua,0.472119274,0.000018338470,0.000003667690
Nigeria,0.43963136,0.000010088270,0.000001418810
Norway,0.002240278,0.000000026870,0.000000006430
Oman,0.93649203,0.000021015080,0.000002873650
Pakistan,0.473378547,0.000013836710,0.000002430960
Panama,0.276797888,0.000010826970,0.000002165390
Paraguay,0,0.000000000000,0.000000000000
Peru,0.237721212,0.000005400390,0.000001187960
Philippines,0.52673385,0.000008096390,0.000006163900
Poland,1.196125502,0.000012521300,0.000018006260
Portugal,0.400151316,0.000006695230,0.000004043960
Qatar,0.596345388,0.000010630040,0.000001063000
Romania,1.069422796,0.000011711190,0.000014807910
Russia,0.513180381,0.000007404200,0.000004126940
Saudi Arabia,0.795591395,0.000023754730,0.000004096230
Senegal,0.5982594,0.000023180090,0.000004618150
Serbia,1.548567819,0.000015743610,0.000023303850
Singapore,0.57904595,0.000013284260,0.000001876950
Slovakia,0.282995496,0.000003221520,0.000003772660
Slovenia,0.578399475,0.000005938880,0.000008620280
South Africa,1.069026617,0.000011313040,0.000016947480
Spain,0.34287509,0.000005534510,0.000003074670
Sri Lanka,0.417247633,0.000016440530,0.000003288110
Sudan,0.614906086,0.000024361430,0.000004872290
Sweden,0.023033883,0.000000256550,0.000000139110
Switzerland,0.003177437,0.000000070190,0.000000009470
Syria,0.639109712,0.000020840420,0.000003829470
Tajikistan,0.023245211,0.000000414350,0.000000041440
"Tanzania,",0.26675705,0.000004712370,0.000000954250
Thailand,0.626742612,0.000009341760,0.000004734460
Togo,0.207239024,0.000008390240,0.000001678050
Trinidad and Tobago,0.766677522,0.000013748610,0.000001389570
Tunisia,0.572169413,0.000012093110,0.000001559980
Turkey,0.865664547,0.000011073120,0.000009910160
Turkmenistan,0.644672553,0.000011491490,0.000001149150
Ukraine,0.56313293,0.000006272800,0.000007231060
United Arab Emirates,0.938297499,0.000017185810,0.000001801040
United Kingdom,0.508501975,0.000006754050,0.000005121530
United States,0.547096737,0.000006553310,0.000007241370
Uruguay,0.303713979,0.000012078640,0.000002414990
Uzbekistan,0.567432849,0.000009881030,0.000002338100
Venezuela,0.208069719,0.000006025680,0.000001022590
Vietnam,0.466848028,0.000007053210,0.000004202970
World,0.623537453,0.000008318490,0.000007864210
Yemen,0.644106104,0.000025247660,0.000005049530
Zambia,0.003197305,0.000000122800,0.000000028020
Zimbabwe,0.600377947,0.000006441930,0.000009494980
